Source,Dimension,SWOT,Text,Code,DocSources
Gray Lit,Stakeholder Coordination,Opportunity,"[CGIAR Collaboration] Conversations with Technologies for African Agricultural Transformation (TAAT) focused on potential collaboration areas, leveraging their ties with CGIAR centers (ILRI, IFPRI, ICRISAT) and offering technical assistance to ATOs. (High confidence)",CGIAR Collaboration,3. IFAD Investment Document for Gates Foundation_v106 (1).docx.pdf; AATI MoU_Final SIGNED.pdf; AO 2 - ATA Orientation_vDec 2021.pdf; ATA Contract farming model_TASC Learning doc_v1_28.02.2025_ASG.pdf; ATI Annual_Report_2024_December-20.pdf; DU bluepring document2.pdf; EB 2021-VBC-7-Request to establish AATI Trust Fund-FINAL (2).pdf; INV-006368_Progress Report_P2_FV.pdf; INV-006368_Progress Report_P3 - 2023.pdf; INV-006368_Progress Report_P4 - 2024 (00B)_final.pdf; Khalid Bomba - presentation on Nodal Agency concept and Ethiopian ATA (2010 - 2020) - March 2025.pdf; Sudan ALTA Learning Document.pdf; TASC Presentation March 27_ Dutch Learning Session.pdf
Gray Lit,Stakeholder Coordination,Opportunity,"[Demand-Driven Focus Areas] The Sudan ALTA intentionally had a limited number of clearly defined focus areas to achieve ""quick wins"" and undertake longer-term systems change, indicating a strategic approach to coordination. (High confidence)",Demand-Driven Engagement,3. IFAD Investment Document for Gates Foundation_v106 (1).docx.pdf; AATI MoU_Final SIGNED.pdf; AO 2 - ATA Orientation_vDec 2021.pdf; ATA Contract farming model_TASC Learning doc_v1_28.02.2025_ASG.pdf; ATI Annual_Report_2024_December-20.pdf; DU bluepring document2.pdf; EB 2021-VBC-7-Request to establish AATI Trust Fund-FINAL (2).pdf; INV-006368_Progress Report_P2_FV.pdf; INV-006368_Progress Report_P3 - 2023.pdf; INV-006368_Progress Report_P4 - 2024 (00B)_final.pdf; Khalid Bomba - presentation on Nodal Agency concept and Ethiopian ATA (2010 - 2020) - March 2025.pdf; Sudan ALTA Learning Document.pdf; TASC Presentation March 27_ Dutch Learning Session.pdf
Gray Lit,Stakeholder Coordination,Threat,"[Competition for Resources] Policy support and delivery advisory is a crowded space with many actors, posing a risk of fragmentation if AATI's efforts compete rather than collaborate. (High confidence)",Competition for Resources,3. IFAD Investment Document for Gates Foundation_v106 (1).docx.pdf; AATI MoU_Final SIGNED.pdf; AO 2 - ATA Orientation_vDec 2021.pdf; ATA Contract farming model_TASC Learning doc_v1_28.02.2025_ASG.pdf; ATI Annual_Report_2024_December-20.pdf; DU bluepring document2.pdf; EB 2021-VBC-7-Request to establish AATI Trust Fund-FINAL (2).pdf; INV-006368_Progress Report_P2_FV.pdf; INV-006368_Progress Report_P3 - 2023.pdf; INV-006368_Progress Report_P4 - 2024 (00B)_final.pdf; Khalid Bomba - presentation on Nodal Agency concept and Ethiopian ATA (2010 - 2020) - March 2025.pdf; Sudan ALTA Learning Document.pdf; TASC Presentation March 27_ Dutch Learning Session.pdf
Gray Lit,Stakeholder Coordination,Threat,"[Lack of Ownership] Without close interaction and co-creation with government, there's a risk of creating parallel structures or the AATI not being perceived as a joint offering. (High confidence)",Lack of Ownership,3. IFAD Investment Document for Gates Foundation_v106 (1).docx.pdf; AATI MoU_Final SIGNED.pdf; AO 2 - ATA Orientation_vDec 2021.pdf; ATA Contract farming model_TASC Learning doc_v1_28.02.2025_ASG.pdf; ATI Annual_Report_2024_December-20.pdf; DU bluepring document2.pdf; EB 2021-VBC-7-Request to establish AATI Trust Fund-FINAL (2).pdf; INV-006368_Progress Report_P2_FV.pdf; INV-006368_Progress Report_P3 - 2023.pdf; INV-006368_Progress Report_P4 - 2024 (00B)_final.pdf; Khalid Bomba - presentation on Nodal Agency concept and Ethiopian ATA (2010 - 2020) - March 2025.pdf; Sudan ALTA Learning Document.pdf; TASC Presentation March 27_ Dutch Learning Session.pdf
Gray Lit,Stakeholder Coordination,Threat,[Lack of Coordination] Unclear roles between Project Management Units (PMUs) and Delivery Units (DUs) can lead to duplication of efforts and hinder effective coordination. (High confidence),Lack of Coordination,3. IFAD Investment Document for Gates Foundation_v106 (1).docx.pdf; AATI MoU_Final SIGNED.pdf; AO 2 - ATA Orientation_vDec 2021.pdf; ATA Contract farming model_TASC Learning doc_v1_28.02.2025_ASG.pdf; ATI Annual_Report_2024_December-20.pdf; DU bluepring document2.pdf; EB 2021-VBC-7-Request to establish AATI Trust Fund-FINAL (2).pdf; INV-006368_Progress Report_P2_FV.pdf; INV-006368_Progress Report_P3 - 2023.pdf; INV-006368_Progress Report_P4 - 2024 (00B)_final.pdf; Khalid Bomba - presentation on Nodal Agency concept and Ethiopian ATA (2010 - 2020) - March 2025.pdf; Sudan ALTA Learning Document.pdf; TASC Presentation March 27_ Dutch Learning Session.pdf
Gray Lit,Stakeholder Coordination,Threat,"[Private Sector Disengagement] The Togo ATA's Contract Agriculture model aimed to facilitate private sector engagement, but challenges included risk perception from the agricultural sector, limited numbers of local buyers, and insufficient time to identify buyers. (High confidence) --------------------------------------------------------------------------------",Private Sector Engagement,3. IFAD Investment Document for Gates Foundation_v106 (1).docx.pdf; AATI MoU_Final SIGNED.pdf; AO 2 - ATA Orientation_vDec 2021.pdf; ATA Contract farming model_TASC Learning doc_v1_28.02.2025_ASG.pdf; ATI Annual_Report_2024_December-20.pdf; DU bluepring document2.pdf; EB 2021-VBC-7-Request to establish AATI Trust Fund-FINAL (2).pdf; INV-006368_Progress Report_P2_FV.pdf; INV-006368_Progress Report_P3 - 2023.pdf; INV-006368_Progress Report_P4 - 2024 (00B)_final.pdf; Khalid Bomba - presentation on Nodal Agency concept and Ethiopian ATA (2010 - 2020) - March 2025.pdf; Sudan ALTA Learning Document.pdf; TASC Presentation March 27_ Dutch Learning Session.pdf
Gray Lit,Analytics,Strengths,[Evidence-Based Approach] AATI aims to support local delivery infrastructures in using evidence to pivot decision-making for successful flagship delivery. (High confidence),Evidence-Based Policy,3. IFAD Investment Document for Gates Foundation_v106 (1).docx.pdf; ACC Year 5 (2016 E.C.) Annual Performance Report_CLEAN.pdf; AO 2 - ATA Orientation_vDec 2021.pdf; ATA Contract farming model_TASC Learning doc_v1_28.02.2025_ASG.pdf; ATA Retreat Worksheet - April 2023_ Final; ATA Strategic Retreat_ August 2023; ATI Annual_Report_2024_December-20.pdf; Casestudy on ATA(I) Analytics Evolution_ 2024+RA Comments.pdf; Copy of ATA_Rapport_Annuel_2023_Draft One _24-Jan (4).pdf; FAO 10 Year Assessment of the Ethiopian ATA.pdf; INV-006368_Progress Report_P2_FV.pdf; INV-006368_Progress Report_P4 - 2024 (00B)_final.pdf
Gray Lit,Analytics,Strengths,"[Strong M&E Capabilities] AATI supports the improvement and successful implementation of M&E capabilities within the agriculture sector, including increased digital capabilities and usage of tools, and well-structured performance management mechanisms. (High confidence)",Strong M&E Capabilities,3. IFAD Investment Document for Gates Foundation_v106 (1).docx.pdf; ACC Year 5 (2016 E.C.) Annual Performance Report_CLEAN.pdf; AO 2 - ATA Orientation_vDec 2021.pdf; ATA Contract farming model_TASC Learning doc_v1_28.02.2025_ASG.pdf; ATA Retreat Worksheet - April 2023_ Final; ATA Strategic Retreat_ August 2023; ATI Annual_Report_2024_December-20.pdf; Casestudy on ATA(I) Analytics Evolution_ 2024+RA Comments.pdf; Copy of ATA_Rapport_Annuel_2023_Draft One _24-Jan (4).pdf; FAO 10 Year Assessment of the Ethiopian ATA.pdf; INV-006368_Progress Report_P2_FV.pdf; INV-006368_Progress Report_P4 - 2024 (00B)_final.pdf
Gray Lit,Analytics,Strengths,[Comprehensive Data Gathering] The initiative promotes comprehensive data-gathering to inform progress against special priority areas and supports increased generation and usage of data-driven tools for prioritization and policymaking. (High confidence),Comprehensive Data Gathering,3. IFAD Investment Document for Gates Foundation_v106 (1).docx.pdf; ACC Year 5 (2016 E.C.) Annual Performance Report_CLEAN.pdf; AO 2 - ATA Orientation_vDec 2021.pdf; ATA Contract farming model_TASC Learning doc_v1_28.02.2025_ASG.pdf; ATA Retreat Worksheet - April 2023_ Final; ATA Strategic Retreat_ August 2023; ATI Annual_Report_2024_December-20.pdf; Casestudy on ATA(I) Analytics Evolution_ 2024+RA Comments.pdf; Copy of ATA_Rapport_Annuel_2023_Draft One _24-Jan (4).pdf; FAO 10 Year Assessment of the Ethiopian ATA.pdf; INV-006368_Progress Report_P2_FV.pdf; INV-006368_Progress Report_P4 - 2024 (00B)_final.pdf
Gray Lit,Analytics,Strengths,"[Improved PME] The Ethiopian ATI strengthened institutional capacities through collaborative efforts and improved planning, monitoring, and evaluation (PME). (High confidence)",Improved PME,3. IFAD Investment Document for Gates Foundation_v106 (1).docx.pdf; ACC Year 5 (2016 E.C.) Annual Performance Report_CLEAN.pdf; AO 2 - ATA Orientation_vDec 2021.pdf; ATA Contract farming model_TASC Learning doc_v1_28.02.2025_ASG.pdf; ATA Retreat Worksheet - April 2023_ Final; ATA Strategic Retreat_ August 2023; ATI Annual_Report_2024_December-20.pdf; Casestudy on ATA(I) Analytics Evolution_ 2024+RA Comments.pdf; Copy of ATA_Rapport_Annuel_2023_Draft One _24-Jan (4).pdf; FAO 10 Year Assessment of the Ethiopian ATA.pdf; INV-006368_Progress Report_P2_FV.pdf; INV-006368_Progress Report_P4 - 2024 (00B)_final.pdf
Gray Lit,Analytics,Strengths,"[Digital System Expansion] The NMIS system in Ethiopia expanded, providing training to new enumerators and raising awareness among stakeholders for data collection and utilization. (High confidence)",Digital System Expansion,3. IFAD Investment Document for Gates Foundation_v106 (1).docx.pdf; ACC Year 5 (2016 E.C.) Annual Performance Report_CLEAN.pdf; AO 2 - ATA Orientation_vDec 2021.pdf; ATA Contract farming model_TASC Learning doc_v1_28.02.2025_ASG.pdf; ATA Retreat Worksheet - April 2023_ Final; ATA Strategic Retreat_ August 2023; ATI Annual_Report_2024_December-20.pdf; Casestudy on ATA(I) Analytics Evolution_ 2024+RA Comments.pdf; Copy of ATA_Rapport_Annuel_2023_Draft One _24-Jan (4).pdf; FAO 10 Year Assessment of the Ethiopian ATA.pdf; INV-006368_Progress Report_P2_FV.pdf; INV-006368_Progress Report_P4 - 2024 (00B)_final.pdf
Gray Lit,Analytics,Strengths,[Think-Tank Reputation] The Ethiopian ATI has built its reputation as a think-tank based on producing world-class analytical output across commodities and value chains. (High confidence),Think-Tank Reputation,3. IFAD Investment Document for Gates Foundation_v106 (1).docx.pdf; ACC Year 5 (2016 E.C.) Annual Performance Report_CLEAN.pdf; AO 2 - ATA Orientation_vDec 2021.pdf; ATA Contract farming model_TASC Learning doc_v1_28.02.2025_ASG.pdf; ATA Retreat Worksheet - April 2023_ Final; ATA Strategic Retreat_ August 2023; ATI Annual_Report_2024_December-20.pdf; Casestudy on ATA(I) Analytics Evolution_ 2024+RA Comments.pdf; Copy of ATA_Rapport_Annuel_2023_Draft One _24-Jan (4).pdf; FAO 10 Year Assessment of the Ethiopian ATA.pdf; INV-006368_Progress Report_P2_FV.pdf; INV-006368_Progress Report_P4 - 2024 (00B)_final.pdf
Gray Lit,Analytics,Strengths,[Systematic Monitoring] The ATA's agricultural campaign in Togo included daily monitoring with COGES and CTGEA and 6 to 10 field missions conducted to gather data and monitor services. (High confidence),Systematic Monitoring,3. IFAD Investment Document for Gates Foundation_v106 (1).docx.pdf; ACC Year 5 (2016 E.C.) Annual Performance Report_CLEAN.pdf; AO 2 - ATA Orientation_vDec 2021.pdf; ATA Contract farming model_TASC Learning doc_v1_28.02.2025_ASG.pdf; ATA Retreat Worksheet - April 2023_ Final; ATA Strategic Retreat_ August 2023; ATI Annual_Report_2024_December-20.pdf; Casestudy on ATA(I) Analytics Evolution_ 2024+RA Comments.pdf; Copy of ATA_Rapport_Annuel_2023_Draft One _24-Jan (4).pdf; FAO 10 Year Assessment of the Ethiopian ATA.pdf; INV-006368_Progress Report_P2_FV.pdf; INV-006368_Progress Report_P4 - 2024 (00B)_final.pdf
Gray Lit,Analytics,Strengths,"[Data-Driven Decisions] Key takeaways emphasize systematic analysis, monitoring, and communication of field mission results to facilitate decision-making. (High confidence)",Data-Driven Decisions,3. IFAD Investment Document for Gates Foundation_v106 (1).docx.pdf; ACC Year 5 (2016 E.C.) Annual Performance Report_CLEAN.pdf; AO 2 - ATA Orientation_vDec 2021.pdf; ATA Contract farming model_TASC Learning doc_v1_28.02.2025_ASG.pdf; ATA Retreat Worksheet - April 2023_ Final; ATA Strategic Retreat_ August 2023; ATI Annual_Report_2024_December-20.pdf; Casestudy on ATA(I) Analytics Evolution_ 2024+RA Comments.pdf; Copy of ATA_Rapport_Annuel_2023_Draft One _24-Jan (4).pdf; FAO 10 Year Assessment of the Ethiopian ATA.pdf; INV-006368_Progress Report_P2_FV.pdf; INV-006368_Progress Report_P4 - 2024 (00B)_final.pdf
Gray Lit,Analytics,Strengths,"[Directorate of Analytics] The ATA in Togo includes a Director of Analytics responsible for identifying systemic constraints, conducting analytical studies, and validating recommendations. (High confidence)",Directorate of Analytics,3. IFAD Investment Document for Gates Foundation_v106 (1).docx.pdf; ACC Year 5 (2016 E.C.) Annual Performance Report_CLEAN.pdf; AO 2 - ATA Orientation_vDec 2021.pdf; ATA Contract farming model_TASC Learning doc_v1_28.02.2025_ASG.pdf; ATA Retreat Worksheet - April 2023_ Final; ATA Strategic Retreat_ August 2023; ATI Annual_Report_2024_December-20.pdf; Casestudy on ATA(I) Analytics Evolution_ 2024+RA Comments.pdf; Copy of ATA_Rapport_Annuel_2023_Draft One _24-Jan (4).pdf; FAO 10 Year Assessment of the Ethiopian ATA.pdf; INV-006368_Progress Report_P2_FV.pdf; INV-006368_Progress Report_P4 - 2024 (00B)_final.pdf
Gray Lit,Analytics,Strengths,[Data Collection Mechanism] The Directorate of Analytics sets up data collection mechanisms for each focus area and leads the assessment of objectives and recommendations. (High confidence),Data Collection Mechanism,3. IFAD Investment Document for Gates Foundation_v106 (1).docx.pdf; ACC Year 5 (2016 E.C.) Annual Performance Report_CLEAN.pdf; AO 2 - ATA Orientation_vDec 2021.pdf; ATA Contract farming model_TASC Learning doc_v1_28.02.2025_ASG.pdf; ATA Retreat Worksheet - April 2023_ Final; ATA Strategic Retreat_ August 2023; ATI Annual_Report_2024_December-20.pdf; Casestudy on ATA(I) Analytics Evolution_ 2024+RA Comments.pdf; Copy of ATA_Rapport_Annuel_2023_Draft One _24-Jan (4).pdf; FAO 10 Year Assessment of the Ethiopian ATA.pdf; INV-006368_Progress Report_P2_FV.pdf; INV-006368_Progress Report_P4 - 2024 (00B)_final.pdf
Gray Lit,Analytics,Strengths,"[Integrated Analytical Planning] The ATA plans to develop analytic projects for various focus areas like mechanization, irrigation, digital extension, ZAAPs of excellence, and value chains, integrating analysis with operational goals. (High confidence)",Integrated Analytical Planning,3. IFAD Investment Document for Gates Foundation_v106 (1).docx.pdf; ACC Year 5 (2016 E.C.) Annual Performance Report_CLEAN.pdf; AO 2 - ATA Orientation_vDec 2021.pdf; ATA Contract farming model_TASC Learning doc_v1_28.02.2025_ASG.pdf; ATA Retreat Worksheet - April 2023_ Final; ATA Strategic Retreat_ August 2023; ATI Annual_Report_2024_December-20.pdf; Casestudy on ATA(I) Analytics Evolution_ 2024+RA Comments.pdf; Copy of ATA_Rapport_Annuel_2023_Draft One _24-Jan (4).pdf; FAO 10 Year Assessment of the Ethiopian ATA.pdf; INV-006368_Progress Report_P2_FV.pdf; INV-006368_Progress Report_P4 - 2024 (00B)_final.pdf
Gray Lit,Analytics,Strengths,[Action-Oriented Studies] The ATI conducts action-oriented studies to identify critical systemic bottlenecks in Ethiopia’s agricultural sector and designs/proposes innovative system and policy solutions. (High confidence),Action-Oriented Studies,3. IFAD Investment Document for Gates Foundation_v106 (1).docx.pdf; ACC Year 5 (2016 E.C.) Annual Performance Report_CLEAN.pdf; AO 2 - ATA Orientation_vDec 2021.pdf; ATA Contract farming model_TASC Learning doc_v1_28.02.2025_ASG.pdf; ATA Retreat Worksheet - April 2023_ Final; ATA Strategic Retreat_ August 2023; ATI Annual_Report_2024_December-20.pdf; Casestudy on ATA(I) Analytics Evolution_ 2024+RA Comments.pdf; Copy of ATA_Rapport_Annuel_2023_Draft One _24-Jan (4).pdf; FAO 10 Year Assessment of the Ethiopian ATA.pdf; INV-006368_Progress Report_P2_FV.pdf; INV-006368_Progress Report_P4 - 2024 (00B)_final.pdf
Gray Lit,Analytics,Strengths,"[Digital Platform Development] The ATI has launched digital platforms like the 8028 Farmer’s Hotline, National Market Information System (NMIS), and Electronic Input Voucher System (e-voucher) to empower farmers with information. (High confidence)",Digital Platform Development,3. IFAD Investment Document for Gates Foundation_v106 (1).docx.pdf; ACC Year 5 (2016 E.C.) Annual Performance Report_CLEAN.pdf; AO 2 - ATA Orientation_vDec 2021.pdf; ATA Contract farming model_TASC Learning doc_v1_28.02.2025_ASG.pdf; ATA Retreat Worksheet - April 2023_ Final; ATA Strategic Retreat_ August 2023; ATI Annual_Report_2024_December-20.pdf; Casestudy on ATA(I) Analytics Evolution_ 2024+RA Comments.pdf; Copy of ATA_Rapport_Annuel_2023_Draft One _24-Jan (4).pdf; FAO 10 Year Assessment of the Ethiopian ATA.pdf; INV-006368_Progress Report_P2_FV.pdf; INV-006368_Progress Report_P4 - 2024 (00B)_final.pdf
